R_fighter,B_fighter,Format,Referee,date,location,Fight_type,Winner,Title,weight_class,R_hst_SIG_STR._attempted,R_hst_SIG_STR._succeeded,R_hst_TOTAL_STR._attempted,R_hst_TOTAL_STR._succeeded,R_hst_TD_attempted,R_hst_TD_succeeded,R_hst_HEAD_attempted,R_hst_HEAD_succeeded,R_hst_BODY_attempted,R_hst_BODY_succeeded,R_hst_LEG_attempted,R_hst_LEG_succeeded,R_hst_DISTANCE_attempted,R_hst_DISTANCE_succeeded,R_hst_CLINCH_attempted,R_hst_CLINCH_succeeded,R_hst_GROUND_attempted,R_hst_GROUND_succeeded,R_hst_KD,R_hst_SIG_STR_pct,R_hst_TD_pct,R_hst_SUB_ATT,R_hst_PASS,R_hst_REV,B_hst_SIG_STR._attempted,B_hst_SIG_STR._succeeded,B_hst_TOTAL_STR._attempted,B_hst_TOTAL_STR._succeeded,B_hst_TD_attempted,B_hst_TD_succeeded,B_hst_HEAD_attempted,B_hst_HEAD_succeeded,B_hst_BODY_attempted,B_hst_BODY_succeeded,B_hst_LEG_attempted,B_hst_LEG_succeeded,B_hst_DISTANCE_attempted,B_hst_DISTANCE_succeeded,B_hst_CLINCH_attempted,B_hst_CLINCH_succeeded,B_hst_GROUND_attempted,B_hst_GROUND_succeeded,B_hst_KD,B_hst_SIG_STR_pct,B_hst_TD_pct,B_hst_SUB_ATT,B_hst_PASS,B_hst_REV,R_Stance,R_Height(cm),R_Weight(kg),R_Reach(cm),B_Stance,B_Height(cm),B_Weight(kg),B_Reach(cm),R_age,B_age,R_experience,B_experience,R_title_experience,B_title_experience,R_KO,B_KO,R_sub,B_sub,R_winning,B_winning,R_title_winning,B_title_winning
Charles Oliveira,Nik Lentz,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Lightweight Bout,Charles Oliveira,False,Lightweight,41.43478260869565,20.565217391304348,52.78260869565217,31.043478260869566,3.0,1.3043478260869565,28.130434782608695,11.130434782608695,8.608695652173912,5.739130434782608,4.695652173913044,3.6956521739130435,29.434782608695652,12.0,6.6521739130434785,4.782608695652174,5.3478260869565215,3.782608695652174,0.08695652173913043,0.4839130434782609,0.47782608695652173,1.2608695652173914,1.3478260869565217,0.13043478260869565,87.22727272727273,43.90909090909091,126.54545454545455,80.4090909090909,8.727272727272727,3.0,66.13636363636364,26.863636363636363,13.181818181818182,10.590909090909092,7.909090909090909,6.454545454545454,62.04545454545455,25.545454545454547,13.227272727272727,8.863636363636363,11.954545454545455,9.5,0.09090909090909091,0.525909090909091,0.315,1.0909090909090908,2.4545454545454546,0.045454545454545456,Orthodox,177.8,70.30676,182.11,Orthodox,172.72,70.30676,176.7506,30.0,35.0,23,22,0,0,0.0,0.13636363636363635,0.5652173913043478,0.09090909090909091,0.6086956521739131,0.6363636363636364,,
Davi Ramos,Austin Hubbard,3 Rnd (5-5-5),Keith Peterson,2019-05-18,"Rochester, New York, USA",Lightweight Bout,Davi Ramos,False,Lightweight,65.75,25.0,71.0,29.25,3.0,1.75,56.75,19.5,6.5,3.25,2.5,2.25,59.75,21.0,3.25,2.25,2.75,1.75,0.0,0.505,0.6375,0.75,2.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,167.64000000000001,70.30676,171.3912,Orthodox,177.8,70.30676,182.11,33.0,27.0,4,0,0,0,0.0,,0.75,,0.75,,,
Aspen Ladd,Sijara Eubanks,3 Rnd (5-5-5),Keith Peterson,2019-05-18,"Rochester, New York, USA",Women's Bantamweight Bout,Aspen Ladd,False,Bantamweight,66.5,38.0,84.0,52.0,0.5,0.5,58.0,31.0,8.5,7.0,0.0,0.0,18.0,4.5,10.5,7.5,38.0,26.0,0.0,0.555,0.5,0.0,1.5,0.0,194.0,66.0,221.5,88.5,4.0,2.5,168.0,47.5,18.0,11.0,8.0,7.5,172.0,52.5,4.0,3.0,18.0,10.5,0.5,0.33499999999999996,0.625,0.0,2.0,0.0,Orthodox,167.64000000000001,61.23492,171.3912,Orthodox,162.56,61.23492,166.0318,24.0,34.0,2,2,0,0,1.0,0.0,0.0,0.0,1.0,1.0,,
Desmond Green,Charles Jourdain,3 Rnd (5-5-5),Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Lightweight Bout,Desmond Green,False,Lightweight,100.33333333333333,44.333333333333336,106.5,49.666666666666664,2.6666666666666665,1.0,78.5,29.333333333333332,12.833333333333334,7.833333333333333,9.0,7.166666666666667,91.0,37.5,6.333333333333333,4.0,3.0,2.8333333333333335,0.16666666666666666,0.48500000000000004,0.3333333333333333,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,177.8,70.30676,182.11,Switch,175.26,70.30676,179.4303,30.0,23.0,6,0,0,0,0.16666666666666666,,0.0,,0.5,,,
Danny Roberts,Michel Pereira,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Welterweight Bout,Michel Pereira,False,Welterweight,72.625,30.875,78.625,35.75,0.875,0.0,57.625,20.25,9.0,5.75,6.0,4.875,56.0,19.125,6.5,4.25,10.125,7.5,0.25,0.40750000000000003,0.0,0.25,0.75,0.375,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,185.42,77.11064,190.14909999999998,Orthodox,185.42,77.11064,190.14909999999998,32.0,26.0,8,0,0,0,0.25,,0.125,,0.625,,,
Michael Trizano,Grant Dawson,3 Rnd (5-5-5),Keith Peterson,2019-05-18,"Rochester, New York, USA",Featherweight Bout,Grant Dawson,False,Featherweight,85.5,46.5,110.0,70.5,1.0,0.5,47.0,17.0,17.0,8.5,21.5,21.0,76.0,38.5,4.5,4.5,5.0,3.5,0.0,0.55,0.25,1.0,1.0,0.5,128.0,57.0,166.0,86.0,11.0,6.0,115.0,48.0,5.0,2.0,8.0,7.0,75.0,28.0,12.0,5.0,41.0,24.0,0.0,0.44,0.54,1.0,5.0,0.0,Orthodox,180.34,70.30676,184.7897,Switch,177.8,65.77083999999999,182.11,27.0,25.0,2,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
Patrick Cummins,Ed Herman,3 Rnd (5-5-5),Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Light Heavyweight Bout,Ed Herman,False,Heavyweight,79.0,39.666666666666664,102.16666666666667,59.5,6.916666666666667,2.8333333333333335,69.66666666666667,32.333333333333336,5.583333333333333,4.25,3.75,3.0833333333333335,47.833333333333336,17.166666666666668,9.666666666666666,6.75,21.5,15.75,0.0,0.49583333333333335,0.3025,0.08333333333333333,1.6666666666666667,0.0,59.666666666666664,29.714285714285715,88.38095238095238,56.23809523809524,2.9523809523809526,1.5238095238095237,46.57142857142857,18.904761904761905,9.666666666666666,7.9523809523809526,3.4285714285714284,2.857142857142857,36.142857142857146,13.142857142857142,10.952380952380953,7.857142857142857,12.571428571428571,8.714285714285714,0.14285714285714285,0.49523809523809537,0.47000000000000003,0.7619047619047619,1.7142857142857142,0.23809523809523808,Orthodox,187.96,92.98636,192.8288,Orthodox,185.42,92.98636,190.14909999999998,39.0,39.0,12,21,0,1,0.16666666666666666,0.14285714285714285,0.0,0.19047619047619047,0.5,0.47619047619047616,,0.0
Zak Cummings,Trevin Giles,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Middleweight Bout,Zak Cummings,False,Middleweight,89.2,28.9,101.5,39.9,2.0,0.7,73.6,17.9,8.9,5.4,6.7,5.6,76.9,21.6,8.3,4.9,4.0,2.4,0.3,0.34,0.219,0.6,1.0,0.1,83.0,55.5,93.0,65.5,2.5,2.5,74.5,48.0,7.0,6.0,1.5,1.5,62.0,38.0,2.5,2.5,18.5,15.0,0.5,0.69,0.5,0.0,3.0,0.0,Southpaw,182.88,83.91452,187.46939999999998,Orthodox,182.88,83.91452,187.46939999999998,35.0,27.0,10,2,0,0,0.1,1.0,0.3,0.0,0.7,1.0,,
Julio Arce,Julian Erosa,3 Rnd (5-5-5),Keith Peterson,2019-05-18,"Rochester, New York, USA",Featherweight Bout,Julio Arce,False,Featherweight,166.0,53.333333333333336,186.66666666666666,71.0,2.0,0.3333333333333333,140.66666666666666,37.666666666666664,22.666666666666668,13.666666666666666,2.6666666666666665,2.0,153.0,45.333333333333336,10.0,6.0,3.0,2.0,0.0,0.3033333333333333,0.06666666666666667,1.0,0.6666666666666666,0.0,61.0,32.5,81.75,51.25,1.0,0.75,42.25,18.25,15.75,11.75,3.0,2.5,45.0,21.0,11.25,8.0,4.75,3.5,0.0,0.515,0.41500000000000004,0.75,0.5,0.0,Southpaw,170.18,65.77083999999999,174.0709,Southpaw,185.42,65.77083999999999,190.14909999999998,30.0,30.0,3,4,0,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,,
Rose Namajunas,Jessica Andrade,5 Rnd (5-5-5-5-5),Marc Goddard,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",UFC Women's Strawweight Title Bout,Jessica Andrade,True,Strawweight,114.125,47.625,125.375,56.375,3.375,2.0,97.625,36.375,12.25,8.0,4.25,3.25,94.125,34.125,7.625,4.5,12.375,9.0,0.25,0.4425,0.5575,0.75,2.5,0.125,141.21428571428572,72.85714285714286,173.5,101.71428571428571,4.0,2.357142857142857,112.0,50.07142857142857,24.285714285714285,18.285714285714285,4.928571428571429,4.5,97.57142857142857,43.5,26.642857142857142,16.285714285714285,17.0,13.071428571428571,0.14285714285714285,0.5492857142857143,0.5242857142857142,0.35714285714285715,2.4285714285714284,0.07142857142857142,Orthodox,165.1,52.16308,168.7115,Orthodox,154.94,52.16308,157.99269999999999,27.0,28.0,8,14,3,1,0.125,0.14285714285714285,0.375,0.14285714285714285,0.75,0.7142857142857143,0.6666666666666666,0.0
Jared Cannonier,Anderson Silva,3 Rnd (5-5-5),Herb Dean,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Middleweight Bout,Jared Cannonier,False,Middleweight,63.5,32.375,72.875,41.0,0.375,0.125,54.5,25.25,4.375,3.125,4.625,4.0,50.5,22.125,7.875,6.0,5.125,4.25,0.25,0.49375,0.125,0.0,0.375,0.0,55.869565217391305,33.52173913043478,65.34782608695652,41.91304347826087,0.17391304347826086,0.13043478260869565,37.91304347826087,18.782608695652176,8.652173913043478,6.956521739130435,9.304347826086957,7.782608695652174,41.73913043478261,22.130434782608695,6.217391304347826,5.217391304347826,7.913043478260869,6.173913043478261,0.782608695652174,0.6417391304347826,0.13043478260869565,0.2608695652173913,0.13043478260869565,0.043478260869565216,Switch,180.34,83.91452,184.7897,Southpaw,187.96,83.91452,192.8288,35.0,44.0,8,23,0,13,0.375,0.4782608695652174,0.0,0.13043478260869565,0.5,0.7391304347826086,,0.8461538461538461
Jose Aldo,Alexander Volkanovski,3 Rnd (5-5-5),Marc Goddard,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Featherweight Bout,Alexander Volkanovski,False,Featherweight,128.07692307692307,54.30769230769231,137.6153846153846,63.07692307692308,1.3846153846153846,0.9230769230769231,108.76923076923077,40.61538461538461,11.307692307692308,7.0,8.0,6.6923076923076925,117.15384615384616,47.15384615384615,3.0,2.3076923076923075,7.923076923076923,4.846153846153846,0.3076923076923077,0.43230769230769234,0.18307692307692308,0.23076923076923078,0.9230769230769231,0.0,119.5,72.0,130.5,81.5,6.5,2.6666666666666665,93.0,51.166666666666664,11.833333333333334,8.833333333333334,14.666666666666666,12.0,68.5,36.5,14.833333333333334,10.5,36.166666666666664,25.0,0.6666666666666666,0.5966666666666667,0.4566666666666667,0.5,2.3333333333333335,0.16666666666666666,Orthodox,170.18,65.77083999999999,174.0709,Orthodox,167.64000000000001,65.77083999999999,171.3912,33.0,31.0,13,6,11,0,0.3076923076923077,0.5,0.0,0.0,0.7692307692307693,1.0,0.7272727272727273,
Thiago Alves,Laureano Staropoli,3 Rnd (5-5-5),Osiris Maia,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Laureano Staropoli,False,Welterweight,99.0,41.4,114.4,54.84,0.8,0.52,73.04,21.4,7.48,5.68,18.48,14.32,82.48,32.04,8.0,4.84,8.52,4.52,0.52,0.45640000000000003,0.3196,0.24,0.92,0.08,275.0,97.0,277.0,99.0,0.0,0.0,235.0,71.0,29.0,15.0,11.0,11.0,270.0,94.0,5.0,3.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,Orthodox,175.26,77.11064,179.4303,Orthodox,185.42,77.11064,190.14909999999998,36.0,26.0,25,1,1,0,0.32,0.0,0.04,0.0,0.6,1.0,0.0,
Irene Aldana,Bethe Correia,3 Rnd (5-5-5),Eduardo Herdy,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Irene Aldana,False,Bantamweight,219.0,95.25,241.5,115.5,1.0,0.5,177.75,67.0,15.25,9.5,26.0,18.75,200.25,82.25,11.5,7.5,7.25,5.5,0.0,0.4275,0.375,0.0,1.5,0.75,112.75,50.75,134.75,70.625,1.5,0.375,82.375,29.75,15.875,10.125,14.5,10.875,100.25,42.0,11.875,8.375,0.625,0.375,0.0,0.46375,0.09375,0.0,0.25,0.25,Orthodox,175.26,61.23492,179.4303,Orthodox,165.1,61.23492,168.7115,31.0,36.0,4,8,0,1,0.0,0.125,0.0,0.0,0.5,0.5,,0.0
Rogerio Nogueira,Ryan Spann,3 Rnd (5-5-5),Herb Dean,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight Bout,Ryan Spann,False,Heavyweight,73.45454545454545,26.272727272727273,83.36363636363636,34.45454545454545,0.09090909090909091,0.09090909090909091,64.27272727272727,19.727272727272727,7.7272727272727275,5.181818181818182,1.4545454545454546,1.3636363636363635,60.54545454545455,18.0,6.636363636363637,3.909090909090909,6.2727272727272725,4.363636363636363,0.36363636363636365,0.33545454545454545,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.2727272727272727,97.0,46.0,101.0,50.0,0.0,0.0,88.0,38.0,8.0,8.0,1.0,0.0,68.0,23.0,6.0,5.0,23.0,18.0,0.0,0.47,0.0,1.0,5.0,1.0,Southpaw,187.96,92.98636,192.8288,Orthodox,195.57999999999998,92.98636,200.86789999999996,43.0,28.0,11,1,0,0,0.36363636363636365,0.0,0.0,0.0,0.5454545454545454,1.0,,
Thiago Moises,Kurt Holobaugh,3 Rnd (5-5-5),Marc Goddard,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Thiago Moises,False,Lightweight,16.0,8.0,30.0,20.0,2.0,0.0,11.0,5.0,5.0,3.0,0.0,0.0,13.0,6.0,2.0,1.0,1.0,1.0,0.0,0.5,0.0,4.0,0.0,0.0,123.0,54.666666666666664,169.66666666666666,96.33333333333333,1.6666666666666667,0.6666666666666666,101.33333333333333,38.333333333333336,11.333333333333334,9.0,10.333333333333334,7.333333333333333,105.33333333333333,40.666666666666664,9.666666666666666,7.666666666666667,8.0,6.333333333333333,0.3333333333333333,0.43333333333333335,0.27666666666666667,0.6666666666666666,0.0,0.0,Orthodox,175.26,70.30676,179.4303,Orthodox,180.34,70.30676,184.7897,24.0,33.0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
Warlley Alves,Sergio Moraes,3 Rnd (5-5-5),Osiris Maia,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight Bout,Warlley Alves,False,Welterweight,67.22222222222223,31.555555555555557,78.88888888888889,41.77777777777778,2.0,0.8888888888888888,48.55555555555556,18.444444444444443,12.333333333333334,8.333333333333334,6.333333333333333,4.777777777777778,54.0,22.333333333333332,8.777777777777779,6.555555555555555,4.444444444444445,2.6666666666666665,0.1111111111111111,0.4655555555555555,0.4000000000000001,0.6666666666666666,0.7777777777777778,0.0,69.33333333333333,30.166666666666668,76.66666666666667,36.916666666666664,2.6666666666666665,1.0833333333333333,58.75,23.0,8.25,5.25,2.3333333333333335,1.9166666666666667,64.5,27.083333333333332,1.8333333333333333,0.9166666666666666,3.0,2.1666666666666665,0.08333333333333333,0.4625000000000001,0.3625,0.4166666666666667,1.6666666666666667,0.0,Orthodox,180.34,77.11064,184.7897,Orthodox,182.88,77.11064,187.46939999999998,28.0,37.0,9,12,1,1,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,1.0,0.0
BJ Penn,Clay Guida,3 Rnd (5-5-5),Herb Dean,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight Bout,Clay Guida,False,Lightweight,74.0,35.96153846153846,109.38461538461539,69.84615384615384,1.7307692307692308,1.0,64.76923076923077,27.96153846153846,6.884615384615385,5.923076923076923,2.3461538461538463,2.076923076923077,54.96153846153846,22.076923076923077,10.26923076923077,7.6923076923076925,8.76923076923077,6.1923076923076925,0.2692307692307692,0.5284615384615384,0.3161538461538462,0.46153846153846156,1.6923076923076923,0.038461538461538464,87.34615384615384,28.153846153846153,119.03846153846153,55.30769230769231,6.653846153846154,2.423076923076923,73.65384615384616,17.576923076923077,6.230769230769231,4.076923076923077,7.461538461538462,6.5,66.84615384615384,15.384615384615385,5.769230769230769,4.038461538461538,14.73076923076923,8.73076923076923,0.23076923076923078,0.3576923076923077,0.3426923076923077,0.5384615384615384,1.9615384615384615,0.038461538461538464,Orthodox,175.26,70.30676,179.4303,Orthodox,170.18,70.30676,174.0709,40.0,37.0,26,26,11,0,0.2692307692307692,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.5384615384615384,0.45454545454545453,
Luana Carolina,Priscila Cachoeira,3 Rnd (5-5-5),Fernando Portella,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Flyweight Bout,Luana Carolina,False,Flyweight,,,,,,,,,,,,,,,,,,,,,,,,,123.0,38.5,125.5,40.0,0.0,0.0,109.0,28.0,10.5,7.5,3.5,3.0,117.0,35.0,6.0,3.5,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,Orthodox,167.64000000000001,56.699,171.3912,Orthodox,170.18,56.699,174.0709,26.0,31.0,0,2,0,0,,0.0,,0.0,,0.0,,
Raoni Barcelos,Carlos Huachin,3 Rnd (5-5-5),Eduardo Herdy,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Bantamweight Bout,Raoni Barcelos,False,Bantamweight,104.5,58.5,139.0,89.0,3.0,2.5,99.0,54.5,3.5,2.5,2.0,1.5,75.5,35.0,4.5,4.0,24.5,19.5,0.5,0.555,0.875,0.5,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,170.18,61.23492,174.0709,Southpaw,162.56,61.23492,166.0318,32.0,23.0,2,0,0,0,0.5,,0.5,,1.0,,,
Talita Bernardo,Viviane Araujo,3 Rnd (5-5-5),Fernando Portella,2019-05-11,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight Bout,Viviane Araujo,False,Bantamweight,92.33333333333333,42.666666666666664,120.33333333333333,66.0,8.0,2.0,74.0,26.0,6.0,5.333333333333333,12.333333333333334,11.333333333333334,81.66666666666667,34.333333333333336,2.3333333333333335,2.0,8.333333333333334,6.333333333333333,0.0,0.45,0.28,0.6666666666666666,3.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,162.56,61.23492,166.0318,Orthodox,162.56,61.23492,166.0318,32.0,32.0,3,0,0,0,0.0,,0.0,,0.3333333333333333,,,
Al Iaquinta,Donald Cerrone,5 Rnd (5-5-5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Lightweight Bout,Donald Cerrone,False,Lightweight,128.33333333333334,53.083333333333336,131.83333333333334,56.083333333333336,2.9166666666666665,0.6666666666666666,106.16666666666667,37.166666666666664,15.0,9.333333333333334,7.166666666666667,6.583333333333333,120.83333333333333,48.166666666666664,4.25,2.5833333333333335,3.25,2.3333333333333335,0.5833333333333334,0.445,0.215,0.25,0.5,0.0,88.2,43.733333333333334,95.06666666666666,49.63333333333333,2.2333333333333334,0.7,59.833333333333336,21.133333333333333,15.033333333333333,11.133333333333333,13.333333333333334,11.466666666666667,76.1,35.56666666666667,6.866666666666666,4.433333333333334,5.233333333333333,3.7333333333333334,0.6,0.49999999999999994,0.30533333333333335,0.36666666666666664,0.9666666666666667,0.1,Orthodox,177.8,70.30676,182.11,Orthodox,185.42,70.30676,190.14909999999998,32.0,36.0,12,30,2,1,0.3333333333333333,0.3333333333333333,0.0,0.2,0.75,0.7333333333333333,0.0,0.0
Derek Brunson,Elias Theodorou,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Middleweight Bout,Derek Brunson,False,Middleweight,43.5,18.5,64.78571428571429,36.785714285714285,3.857142857142857,0.9285714285714286,36.57142857142857,14.071428571428571,2.142857142857143,1.2142857142857142,4.785714285714286,3.2142857142857144,29.642857142857142,10.285714285714286,6.428571428571429,4.071428571428571,7.428571428571429,4.142857142857143,0.35714285714285715,0.43857142857142867,0.10214285714285713,0.21428571428571427,1.0,0.0,135.4,57.9,170.2,88.8,4.5,1.3,82.1,26.3,33.2,18.4,20.1,13.2,104.1,35.4,22.0,15.3,9.3,7.2,0.0,0.417,0.266,0.0,0.5,0.3,Southpaw,185.42,83.91452,190.14909999999998,Orthodox,185.42,83.91452,190.14909999999998,35.0,31.0,14,10,0,1,0.42857142857142855,0.2,0.07142857142857142,0.0,0.6428571428571429,0.8,,1.0
Cub Swanson,Shane Burgos,3 Rnd (5-5-5),Yves Lavigne,2019-05-04,"Ottawa, Ontario, Canada",Featherweight Bout,Shane Burgos,False,Featherweight,120.625,61.6875,133.5,73.0625,1.1875,0.6875,89.125,37.4375,16.125,12.3125,15.375,11.9375,104.875,49.5625,6.875,5.5,8.875,6.625,0.375,0.488125,0.37875000000000003,0.125,0.875,0.0625,152.6,71.6,172.2,87.4,0.4,0.4,126.2,52.6,17.8,11.6,8.6,7.4,136.2,59.2,8.8,7.0,7.6,5.4,1.0,0.5039999999999999,0.4,0.2,0.4,0.0,Orthodox,172.72,65.77083999999999,176.7506,Orthodox,180.34,65.77083999999999,184.7897,36.0,28.0,16,5,0,0,0.25,0.2,0.0,0.2,0.625,0.8,,
Brad Katona,Merab Dvalishvili,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Merab Dvalishvili,False,Bantamweight,134.5,73.5,168.5,101.5,5.0,1.0,90.0,41.0,19.5,10.0,25.0,22.5,113.5,58.5,3.0,2.0,18.0,13.0,0.0,0.5549999999999999,0.14,0.0,1.5,0.0,164.33333333333334,56.666666666666664,247.66666666666666,130.33333333333334,17.666666666666668,7.333333333333333,144.0,42.333333333333336,12.0,7.666666666666667,8.333333333333334,6.666666666666667,107.0,28.666666666666668,19.0,10.333333333333334,38.333333333333336,17.666666666666668,0.3333333333333333,0.3499999999999999,0.4533333333333333,0.0,1.3333333333333333,0.0,Orthodox,167.64000000000001,61.23492,171.3912,Orthodox,167.64000000000001,61.23492,171.3912,27.0,28.0,2,3,1,0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,
Walt Harris,Serghei Spivac,3 Rnd (5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Heavyweight Bout,Walt Harris,False,Heavyweight,57.09090909090909,21.09090909090909,60.54545454545455,24.181818181818183,0.5454545454545454,0.18181818181818182,44.72727272727273,13.909090909090908,10.272727272727273,5.363636363636363,2.090909090909091,1.8181818181818181,46.81818181818182,14.272727272727273,3.727272727272727,1.9090909090909092,6.545454545454546,4.909090909090909,0.5454545454545454,0.3372727272727273,0.12090909090909091,0.09090909090909091,0.36363636363636365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,195.57999999999998,113.398,200.86789999999996,Orthodox,190.5,117.93392,195.5085,36.0,24.0,11,0,0,0,0.36363636363636365,,0.0,,0.36363636363636365,,,
Marc-Andre Barriault,Andrew Sanchez,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Middleweight Bout,Andrew Sanchez,False,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,138.6,67.4,186.8,106.6,7.0,2.6,117.4,51.8,15.2,10.8,6.0,4.8,115.4,49.2,11.6,7.8,11.6,10.4,0.4,0.53,0.26399999999999996,0.0,1.6,0.0,Orthodox,185.42,83.91452,190.14909999999998,Orthodox,185.42,83.91452,190.14909999999998,29.0,31.0,0,5,0,1,,0.0,,0.0,,0.6,,1.0
Macy Chiasson,Sarah Moras,3 Rnd (5-5-5),Yves Lavigne,2019-05-04,"Ottawa, Ontario, Canada",Women's Bantamweight Bout,Macy Chiasson,False,Bantamweight,49.5,24.5,56.5,31.0,3.0,0.0,34.0,13.0,14.5,10.5,1.0,1.0,34.5,15.0,10.5,6.5,4.5,3.0,1.0,0.495,0.0,1.0,1.0,0.0,62.4,23.2,105.2,61.8,3.6,0.8,57.2,19.8,3.4,2.0,1.8,1.4,44.0,12.2,4.8,2.6,13.6,8.4,0.0,0.398,0.27999999999999997,0.8,1.0,0.2,Orthodox,180.34,61.23492,184.7897,Orthodox,170.18,61.23492,174.0709,28.0,31.0,2,5,1,0,0.5,0.0,0.5,0.2,1.0,0.4,1.0,
Aiemann Zahabi,Vince Morales,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Vince Morales,False,Bantamweight,108.5,45.0,109.5,46.0,0.5,0.0,99.0,38.5,8.5,5.5,1.0,1.0,101.0,40.0,5.0,3.5,2.5,1.5,0.5,0.41000000000000003,0.0,0.0,0.5,0.5,201.0,74.0,211.0,83.0,0.0,0.0,167.0,52.0,22.0,14.0,12.0,8.0,190.0,67.0,8.0,6.0,3.0,1.0,0.0,0.36,0.0,0.0,0.0,0.0,Orthodox,172.72,61.23492,176.7506,Orthodox,170.18,61.23492,174.0709,31.0,28.0,2,1,0,0,0.0,0.0,0.0,0.0,0.5,0.0,,
Nordine Taleb,Kyle Prepolec,3 Rnd (5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Welterweight Bout,Nordine Taleb,False,Welterweight,65.9,35.7,84.2,53.1,2.1,1.6,43.2,18.5,11.8,7.9,10.9,9.3,52.8,26.0,4.2,3.3,8.9,6.4,0.2,0.5820000000000001,0.5,0.0,1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,185.42,77.11064,190.14909999999998,Southpaw,177.8,77.11064,182.11,38.0,30.0,10,0,0,0,0.2,,0.0,,0.6,,,
Kyle Nelson,Matt Sayles,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Featherweight Bout,Matt Sayles,False,Featherweight,50.0,20.0,50.0,20.0,0.0,0.0,37.0,12.0,10.0,6.0,3.0,2.0,48.0,19.0,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,235.0,77.0,237.0,79.0,3.0,0.0,185.0,39.0,30.0,23.0,20.0,15.0,220.0,67.0,15.0,10.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,Switch,180.34,70.30676,184.7897,Orthodox,170.18,65.77083999999999,174.0709,28.0,25.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
