fighter_name,Stance,DOB,Height(cm),Weight(kg),Reach(cm)
Brendan Allen,Orthodox,,187.96,83.91452,192.8288
Brendan Loughnane,Switch,1989-12-05,177.8,65.77083999999999,182.11
Brendan O'Reilly,Orthodox,1987-06-24,170.18,77.11064,174.0709
Brendan Schaub,Orthodox,1983-03-18,193.04,111.13004,198.1882
Brendan Seguin,Orthodox,1976-07-03,182.88,83.91452,187.46939999999998
Brennan Ward,Orthodox,1988-06-28,177.8,77.11064,182.11
Brent Primus,Orthodox,1985-04-12,177.8,70.30676,182.11
Bret Bergmark,Orthodox,1973-11-24,175.26,77.11064,179.4303
Brett Albee,Orthodox,,,102.0582,
Brett Cooper,Orthodox,1987-07-02,182.88,77.11064,187.46939999999998
Brett Johns,Orthodox,1992-02-21,170.18,61.23492,174.0709
Brett Rogers,Orthodox,1981-02-17,195.57999999999998,120.20188,200.86789999999996
Brett Tillis,Orthodox,,,65.77083999999999,
Brian Bowles,Orthodox,1980-06-22,170.18,61.23492,174.0709
Brian Camozzi,Orthodox,1991-06-24,187.96,77.11064,192.8288
Brian Cobb,Orthodox,,180.34,70.30676,184.7897
Brian Davidson,Orthodox,,167.64000000000001,65.77083999999999,171.3912
Brian Ebersole,Southpaw,1980-11-27,182.88,77.11064,187.46939999999998
Brian Foster,Orthodox,1984-04-03,175.26,77.11064,179.4303
Brian Gassaway,Orthodox,1972-08-07,185.42,77.11064,190.14909999999998
Brian Geraghty,Orthodox,1980-11-04,170.18,70.30676,174.0709
Brian Houston,Orthodox,1981-04-26,187.96,83.91452,192.8288
Brian Johnston,Orthodox,,190.5,104.32616,195.5085
Brian Kelleher,Switch,1986-08-19,167.64000000000001,61.23492,171.3912
Brian Lo-A-Njoe,Orthodox,,170.18,70.30676,174.0709
Brian McLaughlin,Orthodox,1984-05-12,175.26,70.30676,179.4303
Brian Melancon,Orthodox,1982-05-28,172.72,77.11064,176.7506
Brian Ortega,Switch,1991-02-21,172.72,65.77083999999999,176.7506
Brian Rogers,Orthodox,1984-02-15,180.34,83.91452,184.7897
Brian Schwartz,Orthodox,,190.5,77.11064,195.5085
Brian Sleeman,Orthodox,,172.72,83.91452,176.7506
Brian Stann,Orthodox,1980-09-24,185.42,92.98636,190.14909999999998
Brian Warren,Orthodox,,182.88,83.91452,187.46939999999998
Brianna Van Buren,Orthodox,1993-08-04,149.86,52.16308,152.63330000000002
Bristol Marunde,Orthodox,1982-04-20,185.42,77.11064,190.14909999999998
Brock Jardine,Orthodox,1985-07-10,180.34,77.11064,184.7897
Brock Larson,Southpaw,1977-08-23,180.34,77.11064,184.7897
Brock Lesnar,Orthodox,1977-07-12,190.5,120.20188,195.5085
Brodie Farber,Orthodox,1980-07-05,185.42,77.11064,190.14909999999998
Brok Weaver,Southpaw,1991-12-05,182.88,77.11064,187.46939999999998
Bronson Mohika,Orthodox,,,61.23492,
Brooke Mayo,Orthodox,,170.18,56.699,174.0709
Bruno Assis,Orthodox,1992-05-23,187.96,83.91452,192.8288
Bruno Carvalho,Orthodox,1982-06-07,172.72,69.853168,176.7506
Bruno Korea,Orthodox,1991-06-28,167.64000000000001,61.23492,171.3912
Bruno Santos,Orthodox,1987-07-17,175.26,83.91452,179.4303
Bruno Silva,Orthodox,1989-07-13,182.88,83.91452,187.46939999999998
Bryan Baker,Orthodox,1985-10-13,190.5,83.91452,195.5085
Bryan Barberena,Southpaw,1989-05-03,182.88,77.11064,187.46939999999998
Bryan Caraway,Orthodox,1984-08-04,172.72,61.23492,176.7506
Bryan Humes,Orthodox,,,120.20188,
Bryan Pardoe,Orthodox,,185.42,92.98636,190.14909999999998
Bryan Travers,Orthodox,1983-04-11,,70.30676,
Bryan Vetell,Southpaw,1977-07-26,190.5,120.20188,195.5085
Bryanna Fissori,Orthodox,,162.56,65.77083999999999,166.0318
Bryce Mejia,Orthodox,,185.42,77.11064,190.14909999999998
Bryce Mitchell,Southpaw,1994-10-04,177.8,65.77083999999999,182.11
Bryson Kamaka,Orthodox,,180.34,77.11064,184.7897
Bu-Kyung Jung,Orthodox,1978-05-26,170.18,69.853168,174.0709
Bubba Bush,Orthodox,1985-07-24,182.88,83.91452,187.46939999999998
Bubba Jenkins,Orthodox,1988-02-05,170.18,65.77083999999999,174.0709
Bubba McDaniel,Southpaw,1983-05-03,190.5,83.91452,195.5085
Bubba Pugh,Orthodox,,177.8,83.91452,182.11
Buck Meredith,Orthodox,1982-05-17,187.96,83.91452,192.8288
Buddy Roberts,Orthodox,1982-10-17,187.96,83.91452,192.8288
Byron Bloodworth,Orthodox,1983-08-16,172.72,61.23492,176.7506
CB Dollaway,Orthodox,1983-08-10,187.96,83.91452,192.8288
CJ Fernandes,Orthodox,1977-11-13,187.96,77.11064,192.8288
CJ Hamilton,Switch,1986-10-07,170.18,56.699,174.0709
CJ Keith,Orthodox,1986-08-09,182.88,70.30676,187.46939999999998
CJ Marsh,Orthodox,,,,
CM Punk,Orthodox,1978-10-26,185.42,77.11064,190.14909999999998
Cain Carrizosa,Orthodox,1986-07-22,172.72,70.30676,176.7506
Cain Velasquez,Orthodox,1982-07-28,185.42,108.86207999999999,190.14909999999998
Caio Magalhaes,Orthodox,1987-12-14,185.42,83.91452,190.14909999999998
Cal Worsham,Orthodox,,180.34,104.32616,184.7897
Cale Yarbrough,Orthodox,1986-12-27,185.42,83.91452,190.14909999999998
Callan Potter,Orthodox,1984-06-09,182.88,70.30676,187.46939999999998
Calvin Kattar,Orthodox,1988-03-26,180.34,65.77083999999999,184.7897
Cameron Dollar,Orthodox,1987-05-12,180.34,70.30676,184.7897
Cameron Olson,Orthodox,1989-11-22,185.42,92.98636,190.14909999999998
Canaan Kawaihae,Southpaw,1997-08-26,182.88,65.77083999999999,187.46939999999998
Caol Uno,Southpaw,1975-05-08,170.18,70.30676,174.0709
Carina Damm,Orthodox,,162.56,61.23492,166.0318
Carl Malenko,Orthodox,,180.34,90.7184,184.7897
Carl Seumanutafa,Orthodox,,185.42,115.66596,190.14909999999998
Carl Toomey,Orthodox,,,,
Carla Esparza,Orthodox,1987-10-10,154.94,52.16308,157.99269999999999
Carlo Pedersoli,Southpaw,1993-06-08,180.34,77.11064,184.7897
Carlo Prater,Switch,1981-06-25,180.34,70.30676,184.7897
Carlos Barreto,Orthodox,,193.04,104.32616,198.1882
Carlos Candelario,Southpaw,1991-06-04,172.72,56.699,176.7506
Carlos Condit,Orthodox,1984-04-26,187.96,77.11064,192.8288
Carlos Eduardo Rocha,Orthodox,1981-07-12,177.8,77.11064,182.11
Carlos Felipe,Orthodox,1995-01-12,182.88,111.13004,187.46939999999998
Carlos Huachin,Southpaw,1996-06-04,162.56,61.23492,166.0318
Carlos Newton,Orthodox,1976-08-17,175.26,77.11064,179.4303
Carlos Zevallos,Orthodox,,182.88,92.98636,187.46939999999998
Carls John De Tomas,Southpaw,1996-08-28,165.1,56.699,168.7115
Carlton Jones,Orthodox,,185.42,102.0582,190.14909999999998
Carmelo Marrero,Orthodox,1981-01-26,182.88,92.98636,187.46939999999998
Caros Fodor,Orthodox,1984-01-07,175.26,70.30676,179.4303
Carter Williams,Orthodox,,185.42,120.20188,190.14909999999998
Casey Huffman,Orthodox,,190.5,83.91452,195.5085
Casey Kenney,Southpaw,1991-03-20,170.18,61.23492,174.0709
Casey Olson,Orthodox,,170.18,65.77083999999999,174.0709
Cat Zingano,Southpaw,1982-07-01,167.64000000000001,65.77083999999999,171.3912
Cathal Pendred,Orthodox,1987-09-02,185.42,77.11064,190.14909999999998
Cesar Arzamendia,Orthodox,1991-01-31,180.34,70.30676,184.7897
Cesar Gracie,Orthodox,,177.8,82.100152,182.11
Cesar Marscucci,Orthodox,,,,
Cezar Ferreira,Southpaw,1985-02-15,185.42,83.91452,190.14909999999998
Chad Cook,Orthodox,1979-11-07,187.96,92.98636,192.8288
Chad Corvin,Orthodox,,195.57999999999998,115.66596,200.86789999999996
Chad George,Southpaw,1982-04-30,167.64000000000001,61.23492,171.3912
Chad Griggs,Orthodox,1978-05-15,185.42,92.98636,190.14909999999998
Chad Laprise,Orthodox,1986-07-23,177.8,77.11064,182.11
Chad Leonhardt,Orthodox,1980-02-19,182.88,77.11064,187.46939999999998
Chad Mendes,Orthodox,1985-05-01,167.64000000000001,65.77083999999999,171.3912
Chad Reiner,Orthodox,1981-06-29,180.34,77.11064,184.7897
Chad Robichaux,Orthodox,1975-08-18,162.56,61.23492,166.0318
Chad Sutton,Orthodox,1982-08-07,185.42,83.91452,190.14909999999998
Chad Vance,Orthodox,,182.88,83.91452,187.46939999999998
Chad W. Saunders,Orthodox,,177.8,77.11064,182.11
Chael Sonnen,Southpaw,1977-04-03,185.42,92.98636,190.14909999999998
Chalid Arrab,Orthodox,1975-05-28,180.34,92.98636,184.7897
Chan Sung Jung,Orthodox,1987-03-17,170.18,65.77083999999999,174.0709
Chance Farrar,Southpaw,1975-09-11,175.26,65.77083999999999,179.4303
Chance Rencountre,Southpaw,1986-12-31,187.96,77.11064,192.8288
Chanmi Jeon,Orthodox,1997-08-28,165.1,52.16308,168.7115
Charlene Gellner,Orthodox,,157.48000000000002,56.699,160.6724
Charles Bennett,Orthodox,1979-11-23,172.72,70.30676,176.7506
Charles Byrd,Orthodox,1983-10-11,177.8,83.91452,182.11
Charles Jourdain,Switch,1995-11-27,175.26,70.30676,179.4303
Charles McCarthy,Orthodox,1980-08-06,177.8,83.91452,182.11
Charles McTorry,Orthodox,,,,
Charles Oliveira,Orthodox,1989-10-17,177.8,70.30676,182.11
Charles Rosa,Switch,1986-08-24,175.26,65.77083999999999,179.4303
Charlie Brenneman,Orthodox,1981-02-09,177.8,70.30676,182.11
Charlie Kohler,Orthodox,1976-07-16,175.26,70.30676,179.4303
Charlie Ontiveros,Orthodox,1991-07-04,187.96,77.11064,192.8288
Charlie Valencia,Orthodox,1974-10-31,160.02,61.23492,163.3521
Charlie Ward,Orthodox,1980-12-17,180.34,77.11064,184.7897
Charon Spain,Orthodox,1988-03-11,175.26,70.30676,179.4303
Chas Skelly,Orthodox,1985-05-11,180.34,65.77083999999999,184.7897
Chase Beebe,Orthodox,1985-03-29,170.18,61.23492,174.0709
Chase Gormley,Orthodox,,190.5,120.20188,195.5085
Chase Hooper,Southpaw,1999-09-13,185.42,65.77083999999999,190.14909999999998
Chase Sherman,Orthodox,1989-11-16,193.04,113.398,198.1882
Chase Waldon,Orthodox,1986-09-19,185.42,83.91452,190.14909999999998
Chatt Lavender,Orthodox,1976-05-24,172.72,77.11064,176.7506
Che Mills,Orthodox,1982-09-29,185.42,77.11064,190.14909999999998
Cheick Kongo,Orthodox,1975-05-17,193.04,108.86207999999999,198.1882
Chel Erwin-Davis,Orthodox,,182.88,77.11064,187.46939999999998
Cheyden Leialoha,Orthodox,1994-03-15,172.72,61.23492,176.7506
Chibwikem Onyenegecha-Palmer,Orthodox,1994-04-18,190.5,83.91452,195.5085
Chico Camus,Orthodox,1985-01-26,167.64000000000001,56.699,171.3912
Chidi Njokuani,Orthodox,1988-12-31,190.5,77.11064,195.5085
Chris Amarante,Orthodox,,,83.91452,
Chris Avila,Orthodox,1993-01-16,177.8,65.77083999999999,182.11
Chris Barnhizer,Orthodox,,,,
Chris Beal,Orthodox,1985-08-06,170.18,56.699,174.0709
Chris Birchler,Switch,1987-06-05,190.5,92.98636,195.5085
Chris Bostick,Orthodox,,,,
Chris Brennan,Orthodox,1971-10-12,172.72,77.11064,176.7506
Chris Brown,Orthodox,,,77.11064,
Chris Camozzi,Orthodox,1986-11-20,187.96,83.91452,192.8288
Chris Cariaso,Southpaw,1981-05-27,160.02,56.699,163.3521
Chris Clements,Orthodox,1976-02-09,177.8,77.11064,182.11
Chris Coggins,Orthodox,,,,
Chris Condo,Orthodox,,182.88,151.95332,187.46939999999998
Chris Cope,Orthodox,1983-03-05,182.88,77.11064,187.46939999999998
Chris Culley,Orthodox,1986-03-25,,65.77083999999999,
Chris Curtis,Orthodox,1987-07-15,177.8,77.11064,182.11
Chris Dempsey,Orthodox,1987-09-08,177.8,83.91452,182.11
Chris Drumm,Orthodox,,172.72,65.77083999999999,176.7506
Chris Fishgold,Orthodox,1992-06-06,172.72,65.77083999999999,176.7506
Chris Gruetzemacher,Orthodox,1986-06-16,172.72,70.30676,176.7506
Chris Guillen,Orthodox,1972-12-09,182.88,108.86207999999999,187.46939999999998
Chris Gutierrez,Orthodox,1991-04-22,175.26,61.23492,179.4303
Chris Haseman,Orthodox,1969-06-02,180.34,92.98636,184.7897
Chris Hawk,Orthodox,,185.42,92.98636,190.14909999999998
Chris Heatherly,Orthodox,1987-11-24,175.26,70.30676,179.4303
Chris Herrera,Orthodox,,177.8,83.91452,182.11
Chris Holdsworth,Orthodox,1987-10-24,180.34,61.23492,184.7897
Chris Honeycutt,Orthodox,1988-07-25,177.8,77.11064,182.11
Chris Horodecki,Orthodox,1987-09-24,175.26,70.30676,179.4303
Chris Indich,Orthodox,1987-04-22,177.8,77.11064,182.11
Chris Inman,Orthodox,,,,
Chris Jones,Orthodox,1981-11-16,175.26,67.585208,179.4303
Chris Kelades,Orthodox,1981-02-21,170.18,56.699,174.0709
Chris Leben,Southpaw,1980-07-21,180.34,83.91452,184.7897
Chris Liguori,Orthodox,,175.26,83.91452,179.4303
Chris Lytle,Orthodox,1974-08-18,180.34,77.11064,184.7897
Chris Manuel,Orthodox,1987-07-21,175.26,61.23492,179.4303
Chris Mickle,Orthodox,1983-07-10,175.26,65.77083999999999,179.4303
Chris Mierzwiak,Orthodox,1988-02-14,185.42,83.91452,190.14909999999998
Chris Price,Southpaw,1982-11-09,187.96,83.91452,192.8288
Chris Sanford,Orthodox,1968-03-12,180.34,83.91452,184.7897
Chris Saunders,Orthodox,1986-03-11,172.72,70.30676,176.7506
Chris Solomon,Orthodox,,180.34,70.30676,184.7897
Chris Spang,Orthodox,1987-11-26,187.96,77.11064,192.8288
Chris Tickle,Orthodox,1982-02-01,175.26,70.30676,179.4303
Chris Tuchscherer,Orthodox,1975-09-08,187.96,117.026736,192.8288
Chris Wade,Orthodox,1987-09-30,177.8,70.30676,182.11
Chris Weidman,Orthodox,1984-06-17,187.96,83.91452,192.8288
Chris Wilson,Orthodox,1977-06-07,185.42,77.11064,190.14909999999998
Chris Wright,Orthodox,,,,
Chris Yee,Orthodox,,175.26,83.91452,179.4303
Chris de la Rocha,Orthodox,1979-05-15,190.5,113.398,195.5085
Christian Colombo,Orthodox,1980-07-01,195.57999999999998,120.20188,200.86789999999996
Christian Lohsen,Orthodox,1995-01-24,187.96,70.30676,192.8288
Christian Morecraft,Orthodox,1986-09-08,198.12,117.93392,203.5476
Christian Ocon,Orthodox,1996-02-05,172.72,61.23492,176.7506
Christian Uflacker,Orthodox,1985-08-04,180.34,77.11064,184.7897
Christian Wellisch,Orthodox,1975-09-13,187.96,106.140528,192.8288
Christina Marks,Orthodox,1985-11-08,170.18,56.699,174.0709
Christophe Leninger,Southpaw,,182.88,90.7184,187.46939999999998
Christopher Lopez,Orthodox,1986-01-30,177.8,77.11064,182.11
Christos Giagos,Orthodox,1990-01-23,177.8,70.30676,182.11
Chuck Grigsby,Orthodox,,198.12,92.98636,203.5476
Chuck Liddell,Orthodox,1969-12-17,187.96,92.98636,192.8288
Chuck O'Neil,Orthodox,1985-09-22,187.96,77.11064,192.8288
Cindy Dandois,Orthodox,1984-10-26,170.18,61.23492,174.0709
Ciryl Gane,Orthodox,1990-05-06,195.57999999999998,120.20188,200.86789999999996
Claude Patrick,Orthodox,1980-06-14,180.34,77.11064,184.7897
Claudia Gadelha,Orthodox,1988-12-07,162.56,52.16308,166.0318
Claudio Mattos,Orthodox,,,83.91452,
Claudio Puelles,Southpaw,1996-04-21,180.34,70.30676,184.7897
Claudio Silva,Southpaw,1982-09-06,180.34,77.11064,184.7897
Claudionor Fontinelle,Orthodox,,165.1,83.91452,168.7115
Clay Collard,Orthodox,1993-03-10,180.34,65.77083999999999,184.7897
Clay French,Southpaw,1980-10-07,170.18,73.028312,174.0709
Clay Guida,Orthodox,1981-12-08,170.18,70.30676,174.0709
Clay Harvison,Orthodox,1980-09-25,185.42,77.11064,190.14909999999998
Clay Mitchell,Orthodox,,187.96,83.91452,192.8288
Clayton MacFarlane,Orthodox,,,77.11064,
Cleber Luciano,Orthodox,,167.64000000000001,70.30676,171.3912
Clifford Starks,Orthodox,1981-04-25,182.88,83.91452,187.46939999999998
Clint Coronel,Orthodox,,,70.30676,
Clint Godfrey,Southpaw,1982-10-21,167.64000000000001,61.23492,171.3912
Clint Hester,Orthodox,1986-11-21,187.96,92.98636,192.8288
Codale Ford,Orthodox,1979-05-13,175.26,77.11064,179.4303
Cody Canterbury,Orthodox,,172.72,70.30676,176.7506
Cody Carrillo,Orthodox,,177.8,70.30676,182.11
Cody Donovan,Orthodox,1981-02-20,190.5,92.98636,195.5085
Cody East,Orthodox,1988-06-29,190.5,111.13004,195.5085
Cody Floyd,Orthodox,1988-07-18,,,
Cody Garbrandt,Orthodox,1991-07-07,172.72,61.23492,176.7506
Cody Gibson,Orthodox,1987-09-11,177.8,61.23492,182.11
Cody McKenzie,Switch,1987-12-16,182.88,70.30676,187.46939999999998
Cody Pfister,Orthodox,1990-07-12,177.8,70.30676,182.11
Cody Sons,Orthodox,,175.26,92.98636,179.4303
Cody Stamann,Orthodox,1989-11-09,167.64000000000001,61.23492,171.3912
Colby Covington,Orthodox,1988-02-22,180.34,77.11064,184.7897
Cole Escovedo,Orthodox,1981-08-30,170.18,61.23492,174.0709
Cole Miller,Orthodox,1984-04-26,185.42,65.77083999999999,190.14909999999998
Cole Province,Orthodox,1981-01-17,175.26,65.77083999999999,179.4303
Cole Smith,Orthodox,1989-04-05,180.34,61.23492,184.7897
Colin Fletcher,Orthodox,1983-01-08,187.96,70.30676,192.8288
Colin Robinson,Orthodox,1968-11-27,193.04,110.222856,198.1882
Colleen Schneider,Orthodox,,,61.23492,
Colley  Bradford,Orthodox,,170.18,65.77083999999999,174.0709
Collin Hart,Orthodox,1989-10-12,185.42,83.91452,190.14909999999998
Coltin Cole,Orthodox,1989-04-24,,83.91452,
Colton Smith,Orthodox,1987-08-14,182.88,70.30676,187.46939999999998
Conor Heun,Orthodox,1979-02-11,177.8,70.30676,182.11
Conor McGregor,Southpaw,1988-07-14,175.26,70.30676,179.4303
Corey Anderson,Orthodox,1989-09-22,190.5,92.98636,195.5085
Corey Hill,Orthodox,1978-10-03,193.04,70.30676,198.1882
Cortez Coleman,Orthodox,1982-01-28,185.42,83.91452,190.14909999999998
Cortney Casey,Orthodox,1987-05-05,170.18,52.16308,174.0709
Cory Devela,Orthodox,,152.4,83.91452,155.31300000000002
Cory Hendricks,Orthodox,1988-05-10,190.5,92.98636,195.5085
Cory Peterson,Orthodox,,210.82,181.4368,216.94609999999997
Cory Sandhagen,Switch,1992-04-20,180.34,61.23492,184.7897
Cory Walmsley,Orthodox,,182.88,92.98636,187.46939999999998
Costas Philippou,Orthodox,1979-11-29,180.34,83.91452,184.7897
Coty Wheeler,Orthodox,1978-10-11,167.64000000000001,61.23492,171.3912
Court McGee,Orthodox,1984-12-12,180.34,77.11064,184.7897
Courtney Buck,Orthodox,1982-03-19,177.8,61.23492,182.11
Courtney Turner,Orthodox,,187.96,77.11064,192.8288
Crafton Wallace,Orthodox,1975-11-10,182.88,83.91452,187.46939999999998
Craig Oxley,Orthodox,1973-02-14,175.26,70.30676,179.4303
Craig White,Orthodox,1990-07-01,187.96,77.11064,192.8288
Craig Zellner,Orthodox,1976-09-09,187.96,92.98636,192.8288
Crezio de Souza,Orthodox,,,77.11064,
Cris Cyborg,Orthodox,1985-07-09,172.72,65.77083999999999,176.7506
Cristiano Marcello,Orthodox,1977-12-03,175.26,70.30676,179.4303
Cristina Stanciu,Orthodox,1994-03-29,160.02,52.16308,163.3521
Crosley Gracie,Orthodox,1979-07-18,175.26,86.18248,179.4303
Cub Swanson,Orthodox,1983-11-02,172.72,65.77083999999999,176.7506
Cung Le,Southpaw,1972-05-25,175.26,83.91452,179.4303
Curt Warburton,Orthodox,,182.88,70.30676,187.46939999999998
Curtis Blaydes,Orthodox,1991-02-18,193.04,120.20188,198.1882
Curtis Millender,Orthodox,1987-12-01,187.96,77.11064,192.8288
Curtis Stout,Southpaw,1973-11-07,185.42,83.91452,190.14909999999998
Cynthia Calvillo,Orthodox,1987-07-13,162.56,52.16308,166.0318
Cyril Asker,Orthodox,1985-12-24,182.88,112.037224,187.46939999999998
Cyrille Diabate,Southpaw,1973-10-06,198.12,92.98636,203.5476
Cyrillo Padilha,Orthodox,1978-01-23,180.34,70.30676,184.7897
Da Un Jung,Orthodox,1988-02-11,190.5,92.98636,195.5085
DaMarques Johnson,Orthodox,1982-06-28,185.42,77.11064,190.14909999999998
Dae Won Kim,Orthodox,,180.34,81.64656,184.7897
Daichi Abe,Orthodox,1991-11-27,180.34,77.11064,184.7897
Daijiro Matsui,Orthodox,1972-12-05,175.26,90.7184,179.4303
Daiju Takase,Southpaw,1978-04-20,182.88,77.11064,187.46939999999998
Daiki Hata,Orthodox,1982-08-24,167.64000000000001,63.049288,171.3912
Daisuke Nakamura,Orthodox,1980-06-10,170.18,69.853168,174.0709
Daisuke Sugie,Orthodox,,167.64000000000001,72.57472,171.3912
Dakota Cochrane,Orthodox,1986-05-01,172.72,70.30676,176.7506
Dalcha Lungiambula,Orthodox,,177.8,92.98636,182.11
Dale Hartt,Orthodox,1979-04-04,177.8,70.30676,182.11
Damacio Page,Orthodox,1982-09-30,167.64000000000001,61.23492,171.3912
Damian Grabowski,Orthodox,1980-05-12,185.42,109.31567199999999,190.14909999999998
Damian Stasiak,Orthodox,1990-02-20,165.1,61.23492,168.7115
Damien Brown,Orthodox,1984-12-25,177.8,70.30676,182.11
Damien Trites,Orthodox,1979-08-23,180.34,74.84268,184.7897
Damion Douglas,Orthodox,,,77.11064,
Damir Hadzovic,Orthodox,1986-08-08,175.26,70.30676,179.4303
Damir Ismagulov,Orthodox,1991-02-03,177.8,70.30676,182.11
Damir Mirenic,Orthodox,1974-08-02,182.88,83.91452,187.46939999999998
Damon Jackson,Switch,1988-08-08,180.34,65.77083999999999,184.7897
Dan Barrera,Orthodox,1980-12-23,175.26,77.11064,179.4303
Dan Bobish,Southpaw,1970-01-26,187.96,156.48924,192.8288
Dan Charles,Orthodox,1985-09-24,187.96,103.418976,192.8288
Dan Christison,Orthodox,1972-04-26,203.2,120.20188,208.90699999999998
Dan Cramer,Orthodox,1985-10-31,187.96,77.11064,192.8288
Dan Evensen,Orthodox,1974-06-01,190.5,113.398,195.5085
Dan Hardy,Orthodox,1982-05-17,182.88,77.11064,187.46939999999998
Dan Henderson,Orthodox,1970-08-24,180.34,83.91452,184.7897
Dan Hooker,Switch,1990-02-13,182.88,70.30676,187.46939999999998
Dan Ige,Orthodox,1991-08-06,170.18,65.77083999999999,174.0709
Dan Lauzon,Orthodox,1988-03-30,177.8,70.30676,182.11
Dan Miller,Orthodox,1981-06-30,185.42,83.91452,190.14909999999998
Dan Moret,Southpaw,1986-11-21,182.88,70.30676,187.46939999999998
Dan O'Connor,Orthodox,1982-11-17,162.56,52.16308,166.0318
Dan Severn,Southpaw,1958-06-08,187.96,113.398,192.8288
Dan Stittgen,Orthodox,1980-11-17,185.42,77.11064,190.14909999999998
Daniel Acacio,Orthodox,1977-12-27,172.72,81.64656,176.7506
Daniel Cormier,Orthodox,1979-03-20,180.34,106.59412,184.7897
Daniel Gallemore,Orthodox,,195.57999999999998,120.20188,200.86789999999996
Daniel Gracie,Orthodox,,187.96,102.0582,192.8288
Daniel Jolly,Orthodox,1984-09-03,185.42,92.98636,190.14909999999998
Daniel Kelly,Southpaw,1977-10-31,182.88,83.91452,187.46939999999998
Daniel McWilliams,Orthodox,,185.42,83.91452,190.14909999999998
Daniel Omielanczuk,Southpaw,1982-08-31,182.88,112.037224,187.46939999999998
Daniel Pineda,Orthodox,1985-08-06,170.18,65.77083999999999,174.0709
Daniel Puder,Orthodox,1981-10-09,190.5,106.59412,195.5085
Daniel Roberts,Southpaw,1980-08-05,177.8,77.11064,182.11
Daniel Rodriguez,Orthodox,1986-12-31,182.88,70.30676,187.46939999999998
Daniel Sarafian,Orthodox,1982-08-21,175.26,83.91452,179.4303
Daniel Schmitt,Orthodox,,,83.91452,
Daniel Spitz,Orthodox,1990-07-31,200.66,111.13004,206.22729999999999
Daniel Spohn,Southpaw,1984-10-12,193.04,92.98636,198.1882
Daniel Straus,Orthodox,1984-07-27,170.18,65.77083999999999,174.0709
Daniel Teymur,Orthodox,1988-02-03,165.1,65.77083999999999,168.7115
Daniel Weichel,Orthodox,1984-11-22,177.8,65.77083999999999,182.11
Danielle Taylor,Orthodox,1989-10-25,152.4,52.16308,155.31300000000002
Danillo Villefort,Orthodox,1983-05-08,185.42,83.91452,190.14909999999998
